type,name,lon,lat
metro_ligero,1 ALVAREZ DE VILLAAMIL,-3.651366911389661,40.48904073160042
metro_ligero,1 ANTONIO SAURA,-3.653538626506948,40.4854519186063
metro_ligero,1 BLASCO IBA�EZ,-3.6558486649127078,40.49367300821871
metro_ligero,1 FUENTE DE LA MORA,-3.663254681489714,40.48481098673565
metro_ligero,1 LAS TABLAS,-3.6693278684611927,40.508235228058716
metro_ligero,1 MARIA TUDOR,-3.6588918858962236,40.49716017352717
metro_ligero,1 PALAS DE REY,-3.6650747017548797,40.50543098507407
metro_ligero,1 PINAR DE CHAMARTIN,-3.666842435854076,40.480132713295056
metro_ligero,1 VIRGEN DEL CORTIJO,-3.66099048556045,40.48733745493073
metro_ligero,2 AVENIDA DE EUROPA,-3.793061094805115,40.439299781486184
metro_ligero,2 BELGICA,-3.8075538119135475,40.43057785377248
metro_ligero,2 BERNA,-3.7912043997749207,40.44486203258249
metro_ligero,2 CAMPUS DE SOMOSAGUAS,-3.7952551244314376,40.433374816567124
metro_ligero,2 COLONIA DE LOS ANGELES,-3.784411002095281,40.40720565862605
metro_ligero,2 COLONIA JARDIN,-3.7745708857748794,40.39697466372766
metro_ligero,2 DOS CASTILLAS,-3.8016233717957095,40.43252903351356
metro_ligero,2 ESTACION DE ARAVACA,-3.7859147893138942,40.44832152478541
metro_ligero,2 POZUELO OESTE,-3.80448162240161,40.423067755001526
metro_ligero,2 PRADO DE LA VEGA,-3.7812192922444003,40.402290316776224
metro_ligero,2 PRADO DEL REY,-3.7874895769878942,40.41046401739344
metro_ligero,2 SOMOSAGUAS CENTRO,-3.798744151603397,40.41935979143648
metro_ligero,2 SOMOSAGUAS SUR,-3.7925323903258628,40.41535749377666
metro_ligero,3 BOADILLA CENTRO,-3.880047183721374,40.4071298858456
metro_ligero,3 CANTABRIA,-3.8643981079696768,40.39528397548309
metro_ligero,3 CIUDAD DE LA IMAGEN,-3.78399891339169,40.39708229442025
metro_ligero,3 CIUDAD DEL CINE,-3.7955757686710463,40.39454375022683
metro_ligero,3 COCHERAS,-3.803863391333755,40.39687382679988
metro_ligero,3 COLONIA JARDIN,-3.7745119729166814,40.39697505836004
metro_ligero,3 FERIAL DE BOADILLA,-3.8793905680938137,40.40195470715404
metro_ligero,3 INFANTE DON LUIS,-3.8974145684171693,40.40594233589471
metro_ligero,3 JOSE ISBERT,-3.789939933291739,40.39524905930861
metro_ligero,3 MONTEPRINCIPE,-3.835809414385745,40.397917591051836
metro_ligero,3 NUEVO MUNDO,-3.8857669856641905,40.405635759413904
metro_ligero,3 PRADO DEL ESPINO,-3.8477451022295583,40.39501087255144
metro_ligero,3 PUERTA DE BOADILLA,-3.903791073855019,40.40776653612062
metro_ligero,3 RETAMARES,-3.8167531164343904,40.39871142954957
metro_ligero,3 SIGLO XXI,-3.892642616855901,40.40512342196911
metro_ligero,3 VENTORRO DEL CANO,-3.8381200141598604,40.39419815503486
metro_ligero,4 AVENIDA SISTEMA SOLAR,-3.760719739723439,40.22342354045206
metro_ligero,4 BULEVAR SUR,-3.7723663932636486,40.23472516188556
metro_ligero,4 ESTRELLA POLAR SUR,-3.7538307985464425,40.230712104816654
metro_ligero,4 IGLESIA CENTRO,-3.770589811850007,40.23770106345491
metro_ligero,4 ISABEL II,-3.765084708202635,40.231133769169446
metro_ligero,4 JAIME I SUR,-3.75240554481378,40.23469448462424
metro_ligero,4 JULIO ROMERO DE TORRES,-3.762328878878229,40.245341597475424
metro_ligero,4 LA BALLENA,-3.7663570399088933,40.24598167967067
metro_ligero,4 PARLA CENTRO - BULEVAR NORTE,-3.769543240260111,40.24078920555628
metro_ligero,4 PARQUE PARLA ESTE,-3.7614779498705246,40.228157455232775
metro_ligero,4 PLAZA DE TOROS,-3.7575650796775717,40.24409356099637
metro_ligero,4 POLIGONO INDUSTRIAL CIUDAD DE PARLA,-3.75045094663104,40.238662259710914
metro_ligero,4 REYES CATOLICOS,-3.770001265292908,40.23140747977194
metro_ligero,4 TIERRA SUR,-3.7567490239509387,40.22253962857746
metro_ligero,4 VENUS SUR,-3.7552217300454163,40.226829031648485
metro,1 ALTO DEL ARENAL,-3.6452252835565764,40.389768700352434
metro,1 ALVARADO,-3.7033178070796913,40.45033105413335
metro,1 ANTON MARTIN,-3.6993757416732405,40.41246302818812
metro,1 ATOCHA,-3.692490883566612,40.408846792956474
metro,1 ATOCHA RENFE,-3.689379993715528,40.406586090726144
metro,1 BAMBU,-3.6763772762447107,40.47680705593772
metro,1 BILBAO,-3.702188295886296,40.42904963582931
metro,1 BUENOS AIRES,-3.6539143400014304,40.39155774604133
metro,1 CHAMARTIN,-3.682593278115451,40.4720227901636
metro,1 CONGOSTO,-3.618850584099445,40.37238110745017
metro,1 CUATRO CAMINOS,-3.7039784766540205,40.446966678007556
metro,1 ESTRECHO,-3.703028749396468,40.454278749227846
metro,1 GRAN VIA,-3.7018113638489942,40.420006857388664
metro,1 IGLESIA,-3.698983453377392,40.43491591143403
metro,1 LA GAVIA,-3.6134711039363103,40.37018451188382
metro,1 LAS SUERTES,-3.5995338882203147,40.36322145811309
metro,1 MENENDEZ PELAYO,-3.6809909455285403,40.404446601213934
metro,1 MIGUEL HERNANDEZ,-3.6395112253862365,40.38731392982777
metro,1 NUEVA NUMANCIA,-3.6641453517860403,40.395535508762855
metro,1 PACIFICO,-3.675137363680283,40.40125568071223
metro,1 PINAR DE CHAMARTIN,-3.6668070437216325,40.48013291749131
metro,1 PLAZA DE CASTILLA,-3.689182340661554,40.466893623466774
metro,1 PORTAZGO,-3.658685211486692,40.392656804760804
metro,1 PUENTE DE VALLECAS,-3.6690617034429036,40.3981918732199
metro,1 RIOS ROSAS,-3.7013322873211663,40.4419737585179
metro,1 SIERRA DE GUADALUPE,-3.624724516699161,40.38216046446645
metro,1 SOL,-3.7032639472488222,40.416871893770455
metro,1 TETUAN,-3.69825834158428,40.46055088842156
metro,1 TIRSO DE MOLINA,-3.704666474578768,40.41234081319718
metro,1 TRIBUNAL,-3.701109289546837,40.426182305029535
metro,1 VALDEACEDERAS,-3.6950664665123973,40.46441695832889
metro,1 VALDECARROS,-3.593169836651139,40.36006503137792
metro,1 VILLA DE VALLECAS,-3.621308015889596,40.37959325302986
metro,10A ALONSO MARTINEZ,-3.696441598173451,40.42852583791778
metro,10A AVIACION ESPA�OLA,-3.7839254186800275,40.38363227128295
metro,10A BATAN,-3.75311658343704,40.4078551777336
metro,10A BEGO�A,-3.6858519004423416,40.480408856012424
metro,10A CASA DE CAMPO,-3.7610192808902423,40.40319981212787
metro,10A CHAMARTIN,-3.682594007873076,40.47209485756391
metro,10A COLONIA JARDIN,-3.774618016060599,40.39697434800015
metro,10A CUATRO VIENTOS,-3.791525479765706,40.377697576926536
metro,10A CUZCO,-3.689862379719021,40.458421129185616
metro,10A FUENCARRAL,-3.6928338396454277,40.49507880631472
metro,10A GREGORIO MARA�ON,-3.691275897641476,40.437529826448035
metro,10A JOAQUIN VILUMBRALES,-3.80720227856311,40.34984121597005
metro,10A LAGO,-3.7356377170839976,40.41640917765352
metro,10A NUEVOS MINISTERIOS,-3.6924180862691784,40.446577042902604
metro,10A PLAZA DE CASTILLA,-3.689087980611291,40.46689418605669
metro,10A PLAZA DE ESPA�A,-3.709704711212932,40.42408480996496
metro,10A PRINCIPE PIO,-3.7203286660042627,40.42102810708947
metro,10A PUERTA DEL SUR,-3.812116233154177,40.34523919601582
metro,10A SANTIAGO BERNABEU,-3.6903820686972306,40.4515802047538
metro,10A TRES OLIVOS,-3.6952099494181434,40.50119961127806
metro,10A TRIBUNAL,-3.702085714804753,40.42598718985573
metro,10B BAUNATAL,-3.635133826137124,40.55441858507977
metro,10B HOSPITAL INFANTA SOFIA,-3.611465758862776,40.55976240170775
metro,10B LA GRANJA,-3.658599532025724,40.527593933186594
metro,10B LA MORALEJA,-3.635571004361775,40.53194806540319
metro,10B LAS TABLAS,-3.669446787174648,40.50832462832863
metro,10B MANUEL DE FALLA,-3.646883386851369,40.55047958861559
metro,10B MARQUES DE LA VALDAVIA,-3.637392614740866,40.54101897935838
metro,10B MONTECARMELO,-3.6957592776154744,40.50525031559373
metro,10B REYES CATOLICOS,-3.6234033337323037,40.550374439557125
metro,10B RONDA DE LA COMUNICACION,-3.6627782604253585,40.51553415823411
metro,10B TRES OLIVOS,-3.6952099494181434,40.50119961127806
metro,11 ABRANTES,-3.72791115890327,40.38082723882115
metro,11 CARABANCHEL ALTO,-3.751916263742287,40.37199788960605
metro,11 LA FORTUNA,-3.777833779671177,40.357952459398284
metro,11 LA PESETA,-3.756906023990758,40.364217512605684
metro,11 PAN BENDITO,-3.7341716784290124,40.37585968805198
metro,11 PLAZA ELIPTICA,-3.7182557200044104,40.384599358863206
metro,11 SAN FRANCISCO,-3.73910622280992,40.37359399926437
metro,12 ALCORCON CENTRAL,-3.8317801693487046,40.35008148769783
metro,12 ALONSO DE MENDOZA,-3.736641503588036,40.30080675005403
metro,12 ARROYO CULEBRO,-3.7568280496874342,40.28873924742738
metro,12 CASA DEL RELOJ,-3.759428416851752,40.32659685107382
metro,12 CONSERVATORIO,-3.745771718182202,40.29324358021325
metro,12 EL BERCIAL,-3.729638476861858,40.32906791420299
metro,12 EL CARRASCAL,-3.7401861342319944,40.33663165911443
metro,12 EL CASAR,-3.7098585802082673,40.318623218355846
metro,12 FUENLABRADA CENTRAL,-3.7989093691460076,40.282672409397556
metro,12 GETAFE CENTRAL,-3.7340338202855166,40.309922620744835
metro,12 HOSPITAL DE FUENLABRADA,-3.8164270663524102,40.28574839354916
metro,12 HOSPITAL DE MOSTOLES,-3.874715028557068,40.316521121799106
metro,12 HOSPITAL SEVERO OCHOA,-3.767978430492755,40.321765545104476
metro,12 JUAN DE LA CIERVA,-3.7222501498250757,40.31179862923095
metro,12 JULIAN BESTEIRO,-3.7526680248676763,40.33474027119545
metro,12 LEGANES CENTRAL,-3.7715445639008855,40.32897617044243
metro,12 LORANCA,-3.8376919076087863,40.29680381534007
metro,12 LOS ESPARTALES,-3.718203881803276,40.324220465768875
metro,12 MANUELA MALASA�A,-3.8640269901997684,40.30902475575621
metro,12 MOSTOLES CENTRAL,-3.8635454330290497,40.32849709580309
metro,12 PARQUE DE LOS ESTADOS,-3.7869823082521563,40.28683532541408
metro,12 PARQUE EUROPA,-3.8063265863569726,40.28517056325265
metro,12 PARQUE LISBOA,-3.821201088983314,40.34967960379551
metro,12 PARQUE OESTE,-3.8493434114365463,40.345890739787706
metro,12 PRADILLO,-3.8648944898656326,40.32167611681609
metro,12 PUERTA DEL SUR,-3.8124952537408796,40.345425725501414
metro,12 SAN NICASIO,-3.7758763365834476,40.33615451429297
metro,12 UNIVERSIDAD REY JUAN CARLOS,-3.872188547431641,40.33511700914022
metro,2 ALSACIA,-3.6235144027647195,40.418284443909386
metro,2 AVENIDA DE GUADALAJARA,-3.612070828457266,40.422390661721714
metro,2 BANCO DE ESPA�A,-3.694966494593289,40.41921937328667
metro,2 CANAL,-3.704337220993404,40.43840594045452
metro,2 CUATRO CAMINOS,-3.7039313107143053,40.44696696523524
metro,2 GOYA,-3.6759123759569388,40.42453956509611
metro,2 LA ALMUDENA,-3.6391475841604057,40.42361352022292
metro,2 LA ELIPA,-3.650528497343345,40.4266131180015
metro,2 LAS ROSAS,-3.603312655422655,40.42374301041612
metro,2 MANUEL BECERRA,-3.6692617275650825,40.42790259126464
metro,2 NOVICIADO,-3.7074256795634843,40.42483751820921
metro,2 OPERA,-3.7094295067152068,40.41808648235822
metro,2 PRINCIPE DE VERGARA,-3.6801282562882505,40.42293825869698
metro,2 QUEVEDO,-3.7043420216216063,40.43321671973448
metro,2 RETIRO,-3.6862547889045016,40.420298442434046
metro,2 SAN BERNARDO,-3.7055818156463136,40.43001095773282
metro,2 SANTO DOMINGO,-3.70796634277563,40.421311677323516
metro,2 SEVILLA,-3.699256777934109,40.41804935637811
metro,2 SOL,-3.703263665852006,40.41684486835466
metro,2 VENTAS,-3.663667689792175,40.43088079412545
metro,3 ALMENDRALES,-3.697892329475578,40.38409341257691
metro,3 ARG�ELLES,-3.715975031788373,40.430658770692084
metro,3 CALLAO,-3.7056671453961694,40.420127531994346
metro,3 CIUDAD DE LOS ANGELES,-3.693635291131088,40.35957819752743
metro,3 DELICIAS,-3.6942021511558596,40.39989953900073
metro,3 EMBAJADORES,-3.702681992509139,40.40511861972591
metro,3 HOSPITAL 12 DE OCTUBRE,-3.695855104968134,40.37502451461551
metro,3 LAVAPIES,-3.700914055876501,40.4085077475188
metro,3 LEGAZPI,-3.695125551387507,40.391146176794116
metro,3 MONCLOA,-3.7194521744896463,40.43501556410216
metro,3 PALOS DE LA FRONTERA,-3.6942347260526547,40.40307053569799
metro,3 PLAZA DE ESPA�A,-3.7112064862535563,40.423408913087485
metro,3 SAN CRISTOBAL,-3.693191432961103,40.34153553587059
metro,3 SAN FERMIN-ORCASUR,-3.6941778390976685,40.369989491378796
metro,3 SOL,-3.7032632906568437,40.41680883446673
metro,3 VENTURA RODRIGUEZ,-3.7134142861939377,40.427080002151314
metro,3 VILLAVERDE ALTO,-3.711990993449082,40.341223138866916
metro,3 VILLAVERDE BAJO CRUCE,-3.692651332213546,40.350890273928535
metro,4 ALFONSO XIII,-3.6679186527610956,40.44824371776939
metro,4 ALONSO MARTINEZ,-3.6959499210637783,40.427717986325014
metro,4 ARG�ELLES,-3.715962574409677,40.43059578472089
metro,4 ARTURO SORIA,-3.6561881225682944,40.45582440947207
metro,4 AVENIDA DE AMERICA,-3.6766487941815313,40.438030781889246
metro,4 AVENIDA DE LA PAZ,-3.6611898359519834,40.4535346495725
metro,4 BILBAO,-3.7011487682664037,40.42884873752132
metro,4 CANILLAS,-3.635600579737649,40.46380429988092
metro,4 COLON,-3.6910103826094267,40.42541427689269
metro,4 DIEGO DE LEON,-3.6749645017347072,40.43467125423682
metro,4 ESPERANZA,-3.645820621327798,40.45944135187602
metro,4 GOYA,-3.676858095876717,40.4248043033313
metro,4 HORTALEZA,-3.6525796374794783,40.47536730266078
metro,4 LISTA,-3.6754163728813944,40.429164099118886
metro,4 MANOTERAS,-3.662905158694452,40.476867092844046
metro,4 MAR DE CRISTAL,-3.6383312545367454,40.46941986762225
metro,4 PARQUE DE SANTA MARIA,-3.6452466617480788,40.47711116792567
metro,4 PINAR DE CHAMARTIN,-3.6667716515888267,40.48013312167673
metro,4 PROSPERIDAD,-3.6748238288203408,40.444185596768286
metro,4 SAN BERNARDO,-3.705684239874848,40.42965898071998
metro,4 SAN LORENZO,-3.6395823502616023,40.47446698722932
metro,4 SERRANO,-3.686637031792093,40.42543132477729
metro,4 VELAZQUEZ,-3.6829196009024106,40.42502991887892
metro,5 ACACIAS,-3.7066522311398944,40.40386919094474
metro,5 ALAMEDA DE OSUNA,-3.587529851420831,40.457788368783184
metro,5 ALONSO MARTINEZ,-3.695024407291076,40.428282113788335
metro,5 ALUCHE,-3.760809652950178,40.38562451896221
metro,5 CALLAO,-3.705666674745031,40.42008248968333
metro,5 CAMPAMENTO,-3.7681359752950083,40.39480136388358
metro,5 CANILLEJAS,-3.608164956973511,40.44942037767125
metro,5 CARABANCHEL,-3.7448816604389195,40.387818323852514
metro,5 CASA DE CAMPO,-3.761019686701832,40.40323584563566
metro,5 CHUECA,-3.69762156530907,40.422924115641855
metro,5 CIUDAD LINEAL,-3.638164089763644,40.43804242659882
metro,5 DIEGO DE LEON,-3.674269288886236,40.43235098253979
metro,5 EL CAPRICHO,-3.5940139675362324,40.45346693887937
metro,5 EL CARMEN,-3.657582365367643,40.431888543471025
metro,5 EMPALME,-3.7653543590645233,40.39056753293377
metro,5 EUGENIA DE MONTIJO,-3.7512174724118132,40.384380915779076
metro,5 GRAN VIA,-3.7018110830022932,40.41997983197915
metro,5 LA LATINA,-3.7081675783047383,40.4112743722751
metro,5 MARQUES DE VADILLO,-3.715963813197224,40.39735240863037
metro,5 NU�EZ DE BALBOA,-3.682585355283697,40.43277965882792
metro,5 OPERA,-3.7093587881489922,40.41808691627398
metro,5 OPORTO,-3.731327675889255,40.38846340308106
metro,5 PIRAMIDES,-3.7113880737636493,40.40259689990526
metro,5 PUEBLO NUEVO,-3.642834403605827,40.43569222122078
metro,5 PUERTA DE TOLEDO,-3.711057633812725,40.40703138929742
metro,5 QUINTANA,-3.647365166136872,40.43357684329915
metro,5 RUBEN DARIO,-3.6895451263646835,40.433152771142865
metro,5 SUANZES,-3.6268474470761722,40.44084308870699
metro,5 TORRE ARIAS,-3.6170047299183143,40.44374289429119
metro,5 URGEL,-3.723615630429613,40.39334979453965
metro,5 VENTAS,-3.6636087459214366,40.430881132487954
metro,5 VISTA ALEGRE,-3.7398266451178808,40.388841774504186
metro,6 ALTO DE EXTREMADURA,-3.7389377724748316,40.40991964465942
metro,6 ARGANZUELA-PLANETARIO,-3.6886414650639274,40.39309490002911
metro,6 ARG�ELLES,-3.7159618100999556,40.430523717315026
metro,6 AVENIDA DE AMERICA,-3.67658984422362,40.43803112692008
metro,6 CARPETANA,-3.74100000338481,40.392699152623656
metro,6 CIUDAD UNIVERSITARIA,-3.7267950694327174,40.44355521068528
metro,6 CONDE DE CASAL,-3.670409622513099,40.40696791355658
metro,6 CUATRO CAMINOS,-3.703872353288706,40.44696732424279
metro,6 DIEGO DE LEON,-3.672942968338926,40.43294429738587
metro,6 GUZMAN EL BUENO,-3.7122973578860115,40.44635715962408
metro,6 LAGUNA,-3.744300361169432,40.39922754347372
metro,6 LEGAZPI,-3.6950549534127397,40.39115561025609
metro,6 LUCERO,-3.7453431334630922,40.40509472797641
metro,6 MANUEL BECERRA,-3.669214574602292,40.427902864222176
metro,6 MENDEZ ALVARO,-3.6781422464152858,40.39537318605325
metro,6 METROPOLITANO,-3.7194323697774476,40.446430091202984
metro,6 MONCLOA,-3.7194515983734378,40.434961513630626
metro,6 NUEVOS MINISTERIOS,-3.692418456066998,40.446613076687676
metro,6 O'DONNELL,-3.6685990513216953,40.422888390377096
metro,6 OPA�EL,-3.723134262030649,40.386902306564245
metro,6 OPORTO,-3.731268769862201,40.38846377561755
metro,6 PACIFICO,-3.673860948285712,40.402064934244095
metro,6 PLAZA ELIPTICA,-3.7183735256638144,40.38459862707521
metro,6 PRINCIPE PIO,-3.720329050360675,40.421064140817386
metro,6 PUERTA DEL ANGEL,-3.7272419555741436,40.413894717383116
metro,6 REPUBLICA ARGENTINA,-3.684064545714559,40.44378894146043
metro,6 SAINZ DE BARANDA,-3.669523455578141,40.41506318581949
metro,6 USERA,-3.7069010072851825,40.38709277398245
metro,7A ALONSO CANO,-3.699255078803118,40.43837372987501
metro,7A ANTONIO MACHADO,-3.7177043655225064,40.47021551543151
metro,7A ASCAO,-3.6410608382789014,40.4301975485955
metro,7A AVDA. DE LA ILUSTRACION,-3.7184112591111615,40.48009393979854
metro,7A AVENIDA DE AMERICA,-3.676530894264689,40.43803147192086
metro,7A BARRIO DE LA CONCEPCION,-3.652004710876878,40.4390913221314
metro,7A CANAL,-3.7048944553030796,40.43869984130606
metro,7A CARTAGENA,-3.6721577545084036,40.43933626219724
metro,7A ESTADIO OLIMPICO,-3.6001566460057197,40.433390115428594
metro,7A FRANCOS RODRIGUEZ,-3.712392392186851,40.45647366576084
metro,7A GARCIA NOBLEJAS,-3.6333103671517417,40.4284204389523
metro,7A GREGORIO MARA�ON,-3.6914954990497377,40.438249234181846
metro,7A GUZMAN EL BUENO,-3.712296977475499,40.44632112599101
metro,7A ISLAS FILIPINAS,-3.7137413543146804,40.43905997233827
metro,7A LACOMA,-3.7230534484922786,40.48501089648855
metro,7A LAS MUSAS,-3.6078871300557416,40.43298035455762
metro,7A PARQUE DE LAS AVENIDAS,-3.6629736837416154,40.4394433512344
metro,7A PE�AGRANDE,-3.715830357925139,40.475920794508795
metro,7A PITIS,-3.7258995067914737,40.49510106705936
metro,7A PUEBLO NUEVO,-3.6428340604203733,40.43565618700322
